,movie,chapter,character,dialog,gender,releaseYear
995,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,"You are not an assassin, Draco.",male,2009
996,Harry Potter and the Half-Blood Prince,The Astronomy Tower,draco malfoy,How do you know what I am?  I've done things that would shock you.,male,2009
997,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,"Like cursing Katie Bell and hoping she would, in turn, bear a cursed necklace to me?  Like replacing a bottle of mead with one laced with poison.  Forgive me, Draco, but these are attempts so feeble I cannot help but question if your heart has been really in them. I'm curious.  When Voldemort gave you this task, when he asked you to kill me, was it in a whisper?",male,2009
998,Harry Potter and the Half-Blood Prince,The Astronomy Tower,draco malfoy,He trusts me!  I was chosen!,male,2009
999,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,Then I shall make it easy for you.,male,2009
1000,Harry Potter and the Half-Blood Prince,The Astronomy Tower,draco malfoy,Expelliarumus!,male,2009
1001,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,"Well done, Draco.  But I warn you. Killing is not nearly as easy.",male,2009
1002,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,You're not alone.  Are you.  There are others.  How?,male,2009
1003,Harry Potter and the Half-Blood Prince,The Astronomy Tower,draco malfoy,The Vanishing Cabinet in the Room of Requirement.,male,2009
1004,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,That cabinet has been broken for years.,male,2009
1005,Harry Potter and the Half-Blood Prince,The Astronomy Tower,draco malfoy,I've been mending it.,male,2009
1006,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,Ingenious.  Let me guess.  It has a sister.  A twin.,male,2009
1007,Harry Potter and the Half-Blood Prince,The Astronomy Tower,draco malfoy,In Borgin & Burkes.  They form --,male,2009
1008,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,"A passage, yes.  Very good. I once knew a boy years ago who made all the wrong choices.  Let me help you, Draco.",male,2009
1009,Harry Potter and the Half-Blood Prince,The Astronomy Tower,draco malfoy,I don't want your help!  Don't you see!  I have to do it!  I have to! I've got to kill you or he'll kill me.,male,2009
1010,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,"Say that again, Draco.  But aloud this time.",male,2009
1011,Harry Potter and the Half-Blood Prince,The Astronomy Tower,bellatrix lestrange,"Well now, look what we have here. Dumbledore.  Wandless and alone.",female,2009
1012,Harry Potter and the Half-Blood Prince,The Astronomy Tower,bellatrix lestrange,"Cornered in his own castle.  Well done, Draco.",female,2009
1013,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,"Good evening, Bellatrix.  I think introductions are in order.",male,2009
1014,Harry Potter and the Half-Blood Prince,The Astronomy Tower,bellatrix lestrange,"Love to, Albus.  But I'm afraid we're on a bit of a tight schedule.",female,2009
1015,Harry Potter and the Half-Blood Prince,The Astronomy Tower,fenrir greyback,Do it.,male,2009
1016,Harry Potter and the Half-Blood Prince,The Astronomy Tower,bellatrix lestrange,He doesn't have the stomach.  Like his father.  Let me finish him. In my own way.,female,2009
1017,Harry Potter and the Half-Blood Prince,The Astronomy Tower,severus snape,"No!  The Dark Lord was clear.  The boy's to do it.  Go on, Draco. Now!",male,2009
1018,Harry Potter and the Half-Blood Prince,The Astronomy Tower,severus snape,No.,male,2009
1019,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,Severus...,male,2009
1020,Harry Potter and the Half-Blood Prince,The Astronomy Tower,bellatrix lestrange,"Well, look who's here.  Hogwarts own Defense Against the Dark Arts teacher.  Come to see the slaughter?",female,2009
1021,Harry Potter and the Half-Blood Prince,The Astronomy Tower,albus dumbledore,Severus... please.,male,2009
1022,Harry Potter and the Half-Blood Prince,The Astronomy Tower,severus snape,I gave my word.  I made a vow...,male,2009
1023,Harry Potter and the Half-Blood Prince,The Astronomy Tower,severus snape,Avada Kedavra!,male,2009
1024,Harry Potter and the Half-Blood Prince,Flight of the Prince,severus snape,You can no longer stay here.,male,2009
1025,Harry Potter and the Half-Blood Prince,Flight of the Prince,bellatrix lestrange,Boo.,female,2009
1026,Harry Potter and the Half-Blood Prince,Flight of the Prince,bellatrix lestrange,Draco!  Draco! They'll kill you if you stay.,female,2009
1027,Harry Potter and the Half-Blood Prince,Flight of the Prince,severus snape,Go on!,male,2009
1028,Harry Potter and the Half-Blood Prince,Flight of the Prince,severus snape,Go on!,male,2009
1029,Harry Potter and the Half-Blood Prince,Flight of the Prince,harry potter,Cruciatus!,male,2009
1030,Harry Potter and the Half-Blood Prince,Flight of the Prince,harry potter,Incacerata!,male,2009
1031,Harry Potter and the Half-Blood Prince,Flight of the Prince,harry potter,Impedimenta!,male,2009
1032,Harry Potter and the Half-Blood Prince,Flight of the Prince,harry potter,"Fight!  Fight back, you coward!",male,2009
1033,Harry Potter and the Half-Blood Prince,Flight of the Prince,severus snape,Don't ever associate that word and my name again.,male,2009
1034,Harry Potter and the Half-Blood Prince,Flight of the Prince,severus snape,No!  He belongs to the Dark Lord!,male,2009
1035,Harry Potter and the Half-Blood Prince,Flight of the Prince,harry potter,Sectumsempra!,male,2009
1036,Harry Potter and the Half-Blood Prince,Flight of the Prince,severus snape,"You dare use my own spells against me, Potter?",male,2009
1037,Harry Potter and the Half-Blood Prince,Flight of the Prince,severus snape,"You may have gotten your mother's eyes, but you're as dim as your father.  Yes.  It's me.  I'm the Half-Blood Prince.",male,2009
1038,Harry Potter and the Half-Blood Prince,Flight of the Prince,harry potter,Hagrid... HAGRID!,male,2009
1039,Harry Potter and the Half-Blood Prince,Flight of the Prince,harry potter,Hagrid!  You alright?,male,2009
1040,Harry Potter and the Half-Blood Prince,Flight of the Prince,rubeus hagrid,"Take more'n tha' ter finish me off.  Not sure about me 'ouse, tho'.  But if anybody can put it righ', Dumbledore can.",male,2009
1041,Harry Potter and the Half-Blood Prince,Flight of the Prince,harry potter,"Hagrid, Dumbledore --",male,2009
1042,Harry Potter and the Half-Blood Prince,Flight of the Prince,rubeus hagrid,Only thing I can't reckon is wha' Snape was doin' with tha' lot.,male,2009
1043,Harry Potter and the Half-Blood Prince,Flight of the Prince,rubeus hagrid,"An' wha's this wi' the Dark Mar'? Who's been killed? Where's Dumbledore, 'arry? Where's Dumbledore!!",male,2009
1044,Harry Potter and the Half-Blood Prince,R.a.B.,minerva mcgonagall,Potter.,female,2009
1045,Harry Potter and the Half-Blood Prince,R.a.B.,minerva mcgonagall,"Potter, in light of what's happened... should you feel the need to talk to someone...",female,2009
1046,Harry Potter and the Half-Blood Prince,R.a.B.,minerva mcgonagall,You should know... Professor Dumbledore...,female,2009
1047,Harry Potter and the Half-Blood Prince,R.a.B.,minerva mcgonagall,You meant a great deal to him.,female,2009
1048,Harry Potter and the Half-Blood Prince,R.a.B.,hermione granger,Dumbledore.,female,2009
1049,Harry Potter and the Half-Blood Prince,R.a.B.,harry potter,Do you think he would've done it. Draco?,male,2009
1050,Harry Potter and the Half-Blood Prince,R.a.B.,harry potter,"No.  He was lowering his wand.  In the end, it was Snape.  It was always Snape.  And I did nothing...",male,2009
1051,Harry Potter and the Half-Blood Prince,R.a.B.,hermione granger,Strange.  Thinking this is a piece of Voldemort's soul...,female,2009
1052,Harry Potter and the Half-Blood Prince,R.a.B.,harry potter,"Yeah, strange.  Only... it's not. It's a fake.",male,2009
1053,Harry Potter and the Half-Blood Prince,R.a.B.,harry potter,Go on.  Open it.,male,2009
1054,Harry Potter and the Half-Blood Prince,R.a.B.,hermione granger,"'To the Dark Lord.  I know I will be dead long before you read this but I want you to know that it was I who discovered your secret.  I have stolen the real Horcrux and intend to destroy it as soon as I can.  I face death in the hope that when you meet your match, you will be mortal once more.  R.A.B.'",female,2009
1055,Harry Potter and the Half-Blood Prince,R.a.B.,harry potter,"Dunno.  But whoever they are, they have the real Horcrux.  Which means, it was a waste.  All of it.",male,2009
1056,Harry Potter and the Half-Blood Prince,R.a.B.,hermione granger,"Ron's okay with it, you know.  You and Ginny.  But if I were you, when he's around, I'd keep the snogging to a minimum.",female,2009
1057,Harry Potter and the Half-Blood Prince,R.a.B.,harry potter,"I'm not coming back, Hermione.",male,2009
1058,Harry Potter and the Half-Blood Prince,R.a.B.,hermione granger,We reckoned -- Ron and me.,female,2009
1059,Harry Potter and the Half-Blood Prince,R.a.B.,harry potter,I have to finish what Dumbledore started. I'm not sure where that will lead me... but I'll let you and Ron konw where I am -- when I can.,male,2009
1060,Harry Potter and the Half-Blood Prince,R.a.B.,hermione granger,"I've always admired your courage, Harry, but sometimes... you're really thick.",female,2009
1061,Harry Potter and the Half-Blood Prince,R.a.B.,hermione granger,"You don't honestly think you can find all those Horcruxes by yourself, do you? You need us, Harry.",female,2009
1062,Harry Potter and the Half-Blood Prince,R.a.B.,harry potter,Yeah.  I do.  But do me a favor. When I'm around?  Keep the snogging to a minimum.,male,2009
1063,Harry Potter and the Half-Blood Prince,R.a.B.,hermione granger,Like that's going to happen.,female,2009
1064,Harry Potter and the Half-Blood Prince,R.a.B.,hermione granger,"Besides, he's barking.",female,2009
1065,Harry Potter and the Half-Blood Prince,R.a.B.,harry potter,"Funny, he says the same about you.",male,2009
1066,Harry Potter and the Half-Blood Prince,R.a.B.,hermione granger,"Yes, but I'm exceptionally perceptive.",female,2009
1067,Harry Potter and the Half-Blood Prince,R.a.B.,harry potter,You're brilliant.  You both are.,male,2009
1068,Harry Potter and the Half-Blood Prince,R.a.B.,hermione granger,Do you think we'll ever... come back?,female,2009
1069,Harry Potter and the Half-Blood Prince,R.a.B.,harry potter,I don’t know. I never realised how beautiful this place was.,male,2009
1070,Harry Potter and the Deathly Hallows Part 1,Dark Times,rufus scrimgeour,"These are dark times, there is no denying.  Our world has perhaps faced no greater threat than it does today.  But I say this to our citizenry:  we, ever your servants, continue to defend your liberty and repel the forces that would seek to take it from you. Your Ministry remains strong...",male,2010
1071,Harry Potter and the Deathly Hallows Part 1,Dark Times,mrs. granger,"Hermione.  Your tea is ready, dear.",female,2010
1072,Harry Potter and the Deathly Hallows Part 1,Dark Times,hermione granger,"Coming, Mum.",female,2010
1073,Harry Potter and the Deathly Hallows Part 1,Dark Times,mrs. granger,Don't you look lovely.  All packed?,female,2010
1074,Harry Potter and the Deathly Hallows Part 1,Dark Times,mr. granger,Are you sure these biscuits are sugar-free?,male,2010
1075,Harry Potter and the Deathly Hallows Part 1,Dark Times,mrs. granger,"Quite sure, dear.  See the big bold letters that say 'Sugar Free'?  Dead giveaway.",female,2010
1076,Harry Potter and the Deathly Hallows Part 1,Dark Times,mr. granger,"Mm.  Yes. Hello, kitten.  Don't you look lovely.",male,2010
1077,Harry Potter and the Deathly Hallows Part 1,Dark Times,mrs. granger,"Darling, don't be suspicious the biscuits taste so good, be grateful the company's so clever...",female,2010
1078,Harry Potter and the Deathly Hallows Part 1,Dark Times,hermione granger,Obliviate.,female,2010
1079,Harry Potter and the Deathly Hallows Part 1,Dark Times,hermione granger,Goodbye.,female,2010
1080,Harry Potter and the Deathly Hallows Part 1,Dark Times,ron weasley,What are those?,male,2010
1081,Harry Potter and the Deathly Hallows Part 1,Dark Times,arthur weasley,Close the door.,male,2010
1082,Harry Potter and the Deathly Hallows Part 1,Dark Times,arthur weasley,"These are for the Order.  So many are on the run now, it helps them to stay connected with the rest of us.  Know they're not alone...",male,2010
1083,Harry Potter and the Deathly Hallows Part 1,Dark Times,ron weasley,C'mon.  Mum's got dinner ready.,male,2010
1084,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,voldemort,Severus.  I was beginning to worry you'd lost your way.  Come.  I've saved you a seat.,male,2010
1085,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,voldemort,"You know our hosts, of course, Severus.  Narcissa in particular has been most hospitable.  Lucius, on the other hand, is, I fear, burdened by my presence.  Are you, Lucius?",male,2010
1086,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,lucius malfoy,My lord?,male,2010
1087,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,voldemort,Are you burdened?,male,2010
1088,Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,narcissa malfoy,My lord is always welcome here.,female,2010
